uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253260427071	0.0066930290054	0.00861240189511	0.040903365056	0.0006255166097	0.4	0.428571428571	0.75	0.178403755869
1392518336	0.000286001318784	0.00285136694873	0.0175340462281	0.0137912758946	0.00247972655988	0.7	0.52380952381	0.666666666667	0.746478873239
361208576	0.000152630333425	0.00196693097302	0.00712712865668	0.00219101166747	0.0006255166097	0.5	0.571428571429	0.416666666667	0.605633802817
1535215357	0.000568632251656	0.00831164928528	0.170974686687	0.168865359357	0.00151911176641	0.7	0.0	0.666666666667	0.107981220657
4396196375	0.000300205087983	0.00328163309908	0.0330807550245	0.0513169113072	0.00167549091884	0.9	0.761904761905	0.833333333333	0.75117370892
17938477	7.96855526241e-05	0.00169716092637	0.00494787900617	0.0153735665292	0.0012510332194	0.2	0.666666666667	1.0	0.18779342723
720288026681716737	1.61297040055e-05	0.000239036750193	0.00851781009058	7.10494581039e-05	0.00196590934477	1.0	0.47619047619	0.75	0.403755868545
174004739	8.88337429556e-05	0.00641642933732	0.0512396528845	0.254984983601	0.000603176730782	0.4	0.142857142857	0.75	0.0
53783678	0.000181760097375	0.00367775114225	0.0355938046006	0.132910493045	0.00116167370373	0.3	0.52380952381	0.5	0.549295774648
257662370	0.000184408257734	0.00469194992522	0.0174530974723	0.0180062369903	0.000647856488618	0.5	0.904761904762	0.916666666667	0.413145539906
4795355113	6.71669763811e-05	0.00138641315112	0.000701252704734	0.000800746595387	0.000178719031343	1.0	0.857142857143	0.916666666667	0.75117370892
1633971270	2.72038291436e-05	0.000198059021588	0.00696341207192	0.0113602322741	4.46797578357e-05	0.7	0.333333333333	0.833333333333	0.37558685446
2803810119	1.37222854972e-05	0.00110639867232	0.00358903135264	0.0157806607216	6.70196367536e-05	0.8	0.333333333333	0.583333333333	0.0
2244770588	0.0114205526614	0.0828159895097	0.0113310067388	0.00380786690324	0.00527221142461	0.7	0.619047619048	0.916666666667	0.600938967136
102071251	8.28151966849e-05	0.00267038198073	0.00514251983472	0.00131537510273	0.000491477336193	0.4	0.571428571429	0.25	0.488262910798
3358825450	8.25744548341e-05	0.000478073500386	0.00412565793603	0.0203566298746	0.0	0.9	0.142857142857	0.75	0.0892018779343
555940842	0.000103759737707	0.00140007239399	0.0385234219313	0.023642187248	0.000111699394589	0.6	0.142857142857	0.75	0.276995305164
2469354073	2.07037991712e-05	0.000153666482267	0.000133701877556	3.45646012397e-05	0.000268078547014	0.8	0.619047619048	1.0	0.0
360464656	9.48522892263e-05	0.00281380403084	0.0744046400918	0.0249786851626	0.00031275830485	0.5	0.619047619048	0.75	0.69014084507
77243076	2.16667665745e-05	0.000645399225521	0.0111745664466	7.68102249771e-06	0.000223398789179	0.3	0.714285714286	0.75	0.239436619718
1731752761	3.61112776242e-06	0.000140007239399	4.27482193548e-05	0.00011713559309	0.0	0.7	0.238095238095	0.666666666667	0.173708920188
2330149164	0.000104241221409	0.00161179065844	0.0231804493293	0.00278629091105	0.000245738668096	0.8	0.0	0.666666666667	0.112676056338
2830586398	4.09261146408e-05	0.00135909466538	0.00107961992285	0.00134993970397	6.70196367536e-05	0.8	0.809523809524	1.0	0.389671361502
443273019	5.29632071822e-05	0.00057710301118	0.00979843759806	0.00501378743538	2.23398789179e-05	0.5	0.714285714286	0.666666666667	0.68544600939
2591381383	0.00142543249875	0.00596908913339	0.00301147562306	0.000345646012397	0.00806469628935	0.8	0.761904761905	1.0	0.732394366197
1093716612	3.70742450275e-05	0.000840043436392	0.00272406206314	0.00153236398829	0.000156379152425	0.7	0.666666666667	1.0	0.342723004695
36620392	0.000128556148342	0.00425143934272	0.0292625204532	0.0099123595333	0.000670196367536	0.3	0.571428571429	0.833333333333	0.140845070423
3437626995	4.33335331491e-06	0.000143422050116	6.00294144131e-05	2.30430674931e-05	0.0	0.9	0.285714285714	1.0	0.103286384977
387962514	0.000129519115746	0.0129318881854	0.00123787928812	0.00573196303892	0.000201058910261	0.5	0.619047619048	1.0	0.553990610329
2938363689	1.58889621547e-05	0.000478073500386	0.000411110535071	1.15215337466e-05	6.70196367536e-05	0.8	0.52380952381	0.666666666667	0.75117370892
20930398	0.000250853008563	0.00515636418273	0.0714686560051	0.00090636065473	0.00323928244309	0.3	0.380952380952	0.166666666667	0.661971830986
143697407	0.000114352379143	0.000143422050116	0.0215960366034	0.0119228671721	0.000134039273507	0.4	0.52380952381	0.583333333333	0.0
2291500309	1.44445110497e-06	0.000105859132228	7.27629265613e-06	1.92025562443e-06	0.0	0.8	0.333333333333	0.75	0.107981220657
352663209	4.88705957181e-05	0.000539540093293	0.00953376245269	0.00423800416311	4.46797578357e-05	0.5	0.190476190476	0.5	0.169014084507
